Latitude,Longitude,Sample Date,platform,diff_days,collection,pixels_water,w_coastal,w_blue,w_green,w_red,w_lwir11,w_mndwi,w_clorofila,w_turbid_ndti,l_nir,l_swir16,l_swir22,l_ndvi,l_ndmi
-28.760833,17.730278,02-01-2011,landsat-5,32.0,L2,2628.0,,0.0687992208904109,0.1054649353120243,0.1230340239726027,36.423336815137006,0.2678487481323312,1.7975807403648243,0.0742477322463043,0.1726463987494957,0.2333841728015329,0.2018967282674465,0.0682311835305279,-0.1526524879242714
-26.861111,28.884722,03-01-2011,landsat-7,3.0,L2,0.0,,,,,,,,,-0.1999999999999999,-0.1999999999999999,-0.1999999999999999,0.0,0.0
-26.45,28.085833,03-01-2011,landsat-7,3.0,L2,97.0,,0.0752982474226804,0.0804484020618556,0.0647507216494845,25.236925000412388,0.0735353718158809,2.5239610520960305,-0.1207637709340453,0.1237075877654906,0.0550024363700193,0.0013980722309987,0.3315532229320991,0.1331204420118913
-27.671111,27.236944,03-01-2011,landsat-7,3.0,L2,0.0,,,,,,,,,-0.2,-0.2,-0.2,0.0,0.0
-27.356667,27.286389,03-01-2011,landsat-7,3.0,L2,0.0,,,,,,,,,-0.2,-0.2,-0.2,0.0,0.0
-27.01011111,26.69808333,04-01-2011,landsat-7,3.0,L2,920.0,,0.0716891195652173,0.0904834864130434,0.0934855298913043,24.29359062447828,0.3876124828511833,2.104951812801799,0.0136717066465727,0.2780162811878157,0.195193883361396,0.1097512739170365,0.5691960609962767,0.1813246226621025
-25.127778,27.628889,04-01-2011,landsat-7,45.0,L2,1.0,,0.0377375,0.0602599999999999,0.0518449999999999,32.186816780000015,0.0438243216324127,2.262808537700226,-0.0750628869106025,0.1313733074224667,0.1231479331101012,0.0598656228573706,0.417895335571472,0.0188048793801872
-25.20639,27.558,04-01-2011,landsat-7,45.0,L2,6.0,,0.0392591666666666,0.0496083333333333,0.04121625,30.071062400000027,0.0848318997040673,2.319737207858945,-0.0924845465217222,0.115049378688786,0.1331435890891689,0.0798327181368639,0.3232081000438438,-0.0478365681703527
-24.69514,27.40906,04-01-2011,landsat-7,45.0,L2,89.0,,0.0409957865168539,0.0655560674157303,0.0513351685393258,33.07949607078653,0.2271276661273195,2.4676106533801505,-0.1188609787674506,0.1687813437972467,0.196649095846264,0.1381577337471154,0.3159276201217615,-0.0650924542383623
-26.98472222,26.63227778,04-01-2011,landsat-7,3.0,L2,2211.0,,0.0647065547263681,0.0919475870646766,0.1006128731343283,24.7880865901764,0.5423509902750477,1.3883368501991868,0.0439351130981558,0.2788714356435644,0.2407445352035203,0.1555127200220022,0.4829876880898851,0.0773069557893504
-28.141944,26.417778,04-01-2011,landsat-7,3.0,L2,2842.0,,0.079031652885292,0.1240012939831104,0.155790994018297,23.42713508850812,0.6647817574717201,1.9445385778979087,0.1094325437082048,0.2823473636046714,0.2555235750392191,0.1632449019522398,0.4886521730848088,0.0734512990894348
-27.398611,26.614722,04-01-2011,landsat-7,3.0,L2,175.0,,0.0526216,0.0812084,0.0963209857142857,25.20886058960001,0.2661461067805881,3.661968901511192,0.0738588170111727,0.2764062791805621,0.2191137958551691,0.1352051119580752,0.5257729195389456,0.1215154554835842
-33.501667,21.624167,04-01-2011,,,,,,,,,,,,,,,,,
-32.502778,19.535833,04-01-2011,landsat-7,17.0,L2,13.0,,0.0931140384615384,0.1735536538461538,0.4338411538461538,36.66047911076924,0.1796293817251076,2.667204879772308,0.2129373553788249,0.1841772779506823,0.3226014543931051,0.2143268133030085,0.0863678042876777,-0.1443496556422513
-25.45963889,28.26430556,04-01-2011,landsat-7,4.0,L2,4.0,,0.066069375,0.086708125,0.067678125,28.59618677000003,0.0875733326670358,2.258390311281949,-0.12442646835856,0.1619083463317911,0.1273076827495043,0.0520599362194315,0.3843842159538534,0.0656761792452796
-27.495556,26.074722,04-01-2011,landsat-7,3.0,L2,0.0,,,,,,,,,0.1806605099527495,0.2006138292952649,0.1184406471800543,0.3208196330611046,-0.0095319062507868
-26.648056,27.089444,05-01-2011,landsat-7,2.0,L2,0.0,,,,,,,,,0.1495450618791727,0.0767395798729848,0.0053993987135645,0.4372681545658916,0.1324225241091729
-26.970278,27.211111,05-01-2011,landsat-7,2.0,L2,458.0,,0.062832270742358,0.0833651637554585,0.0932907423580786,23.118220148864648,0.4481998532932605,2.1099223235713125,0.0540963160957754,0.128659981029106,0.098279902027027,0.0290500841995842,0.3857308092984827,0.0604533443620603
